date,value
2014-12-10,10472.7607
2014-12-17,10476.694
2014-12-24,10488.8105
2014-12-31,10470.2406
2015-01-07,10503.2036
2015-01-14,10503.5464
2015-01-21,10511.6144
2015-01-28,10539.7802
2015-02-04,10581.1336
2015-02-11,10591.2887
2015-02-18,10618.8037
2015-02-25,10667.5588
2015-03-04,10658.7518
2015-03-11,10665.6702
2015-03-18,10657.3347
2015-03-25,10673.8161
2015-04-01,10728.4829
2015-04-08,10679.7533
2015-04-15,10699.9662
2015-04-22,10651.399
2015-04-29,10655.4666
2015-05-06,10657.0126
2015-05-13,10726.7454
2015-05-20,10692.4903
2015-05-27,10734.1539
2015-06-03,10711.2029
2015-06-10,10713.7323
2015-06-17,10740.9474
2015-06-24,10783.2096
2015-07-01,10780.7313
2015-07-08,10765.0615
2015-07-15,10793.1262
2015-07-22,10814.1766
2015-07-29,10763.9093
2015-08-05,10799.9959
2015-08-12,10812.9257
2015-08-19,10839.0842
2015-08-26,10883.666
2015-09-02,10859.5023
2015-09-09,10873.8238
2015-09-16,10855.5399
2015-09-23,10862.0785
2015-09-30,10873.9199
2015-10-07,10881.2068
2015-10-14,10893.8801
2015-10-21,10929.5904
2015-10-28,10952.646
2015-11-04,10971.9974
2015-11-11,10966.5797
2015-11-18,10942.8659
2015-11-25,10977.343
2015-12-02,10932.4664
2015-12-09,10949.7865
2015-12-16,10924.0988
2015-12-23,10950.265
2015-12-30,10871.6989
2016-01-06,10948.1126
2016-01-13,10949.881
2016-01-20,10959.1622
2016-01-27,10968.1714
2016-02-03,10984.4475
2016-02-10,10997.7814
2016-02-17,11026.5664
2016-02-24,11025.8445
2016-03-02,11061.5207
2016-03-09,11078.4547
2016-03-16,11072.5708
2016-03-23,11123.3197
2016-03-30,11085.3942
2016-04-06,11122.9735
2016-04-13,11150.8288
2016-04-20,11165.3024
2016-04-27,11143.0368
2016-05-04,11187.7421
2016-05-11,11183.2818
2016-05-18,11173.4493
2016-05-25,11200.1277
2016-06-01,11226.9258
2016-06-08,11265.7065
2016-06-15,11287.5513
2016-06-22,11266.5464
2016-06-29,11250.5544
2016-07-06,11283.8929
2016-07-13,11280.3606
2016-07-20,11274.2579
2016-07-27,11284.0745
2016-08-03,11353.1252
2016-08-10,11350.1679
2016-08-17,11394.1947
2016-08-24,11383.9039
2016-08-31,11374.2861
2016-09-07,11387.8768
2016-09-14,11421.9727
2016-09-21,11357.6721
2016-09-28,11350.9951
2016-10-05,11370.5703
2016-10-12,11369.8148
2016-10-19,11365.5057
2016-10-26,11400.2703
2016-11-02,11389.893
2016-11-09,11416.6497
2016-11-16,11437.585
2016-11-23,11426.881
2016-11-30,11426.7145
2016-12-07,11438.1669
2016-12-14,11471.4494
2016-12-21,11459.5198
2016-12-28,11485.7745
2017-01-04,11532.6227
2017-01-11,11502.7452
2017-01-18,11539.3562
2017-01-25,11518.5628
2017-02-01,11582.1643
2017-02-08,11548.1322
2017-02-15,11579.094
2017-02-22,11554.6456
2017-03-01,11610.3207
2017-03-08,11590.3515
2017-03-15,11656.4091
2017-03-22,11646.7944
2017-03-29,11623.0075
2017-04-05,11657.6381
2017-04-12,11665.7949
2017-04-19,11676.6533
2017-04-26,11669.3791
2017-05-03,11676.3202
2017-05-10,11705.6377
2017-05-17,11724.6752
2017-05-24,11747.4653
2017-05-31,11743.3055
2017-06-07,11731.5402
2017-06-14,11720.3406
2017-06-21,11721.9691
2017-06-28,11711.6286
2017-07-05,11764.6317
2017-07-12,11749.4597
2017-07-19,11766.5344
2017-07-26,11803.4206
2017-08-02,11805.4416
2017-08-09,11804.1758
2017-08-16,11830.5111
2017-08-23,11831.8191
2017-08-30,11814.6071
2017-09-06,11853.7534
2017-09-13,11861.1724
2017-09-20,11873.5963
2017-09-27,11874.0952
2017-10-04,11939.5646
2017-10-11,11947.0088
2017-10-18,11900.1168
2017-10-25,11948.791
2017-11-01,11985.2578
2017-11-08,11950.9319
2017-11-15,11953.8588
2017-11-22,11952.6949
2017-11-29,11912.948
2017-12-06,11967.5425
2017-12-13,11959.3142
2017-12-20,11956.7074
2017-12-27,11959.2188
2018-01-03,11971.8528
2018-01-10,11962.5791
2018-01-17,11993.6591
2018-01-24,11990.4164
2018-01-31,12028.082
2018-02-07,11972.0557
2018-02-14,11970.641
2018-02-21,11956.4394
2018-02-28,12030.8566
2018-03-07,11986.5388
2018-03-14,12011.0643
2018-03-21,11962.1233
2018-03-28,12037.5902
2018-04-04,12070.5896
2018-04-11,12084.4291
2018-04-18,12081.6643
2018-04-25,12097.0675
2018-05-02,12075.6293
2018-05-09,12101.5568
2018-05-16,12084.6801
2018-05-23,12132.1146
2018-05-30,12148.363
2018-06-06,12150.2414
2018-06-13,12153.7846
2018-06-20,12165.5959
2018-06-27,12183.2785
2018-07-04,12217.8643
2018-07-11,12187.2123
2018-07-18,12176.2187
2018-07-25,12229.8528
2018-08-01,12239.9864
2018-08-08,12218.1295
2018-08-15,12243.0441
2018-08-22,12238.1111
2018-08-29,12223.4296
2018-09-05,12234.7022
2018-09-12,12232.756
2018-09-19,12262.2206
2018-09-26,12309.6564
2018-10-03,12299.2119
2018-10-10,12313.5604
2018-10-17,12287.0719
2018-10-24,12312.6537
2018-10-31,12305.5746
2018-11-07,12261.3861
2018-11-14,12276.1821
2018-11-21,12280.0364
2018-11-28,12301.979
2018-12-05,12378.122
2018-12-12,12329.8991
2018-12-19,12373.539
2018-12-26,12451.723
2019-01-02,12462.2495
2019-01-09,12464.8095
2019-01-16,12440.0871
2019-01-23,12504.7733
2019-01-30,12459.7988
2019-02-06,12511.0615
2019-02-13,12488.5638
2019-02-20,12499.8507
2019-02-27,12514.9179
2019-03-06,12543.9107
2019-03-13,12532.2151
2019-03-20,12568.0557
2019-03-27,12617.369
2019-04-03,12618.0538
2019-04-10,12615.8115
2019-04-17,12609.9346
2019-04-24,12625.1387
2019-05-01,12678.8139
2019-05-08,12659.2629
2019-05-15,12719.1473
2019-05-22,12668.3003
2019-05-29,12678.6737
2019-06-05,12722.4639
2019-06-12,12745.1983
2019-06-19,12769.6878
2019-06-26,12819.2567
2019-07-03,12796.3851
2019-07-10,12747.4629
2019-07-17,12777.5273
2019-07-24,12809.3637
2019-07-31,12829.2227
2019-08-07,12837.7832
2019-08-14,12821.5054
2019-08-21,12820.2442
2019-08-28,12850.3823
2019-09-04,12896.6359
2019-09-11,12866.6079
2019-09-18,12907.6915
2019-09-25,12978.333
2019-10-02,13040.1478
2019-10-09,13035.4928
2019-10-16,13063.7883
2019-10-23,13063.0388
2019-10-30,13036.6856
2019-11-06,13093.4703
2019-11-13,13133.3496
2019-11-20,13142.4692
2019-11-27,13179.7746
2019-12-04,13162.2008
2019-12-11,13190.6212
2019-12-18,13186.4375
2019-12-25,13189.6499
2020-01-01,13192.8353
2020-01-08,13257.3631
2020-01-15,13296.5771
2020-01-22,13293.6698
2020-01-29,13285.0215
2020-02-05,13328.646
2020-02-12,13330.0723
2020-02-19,13370.1668
2020-02-26,13344.9201
2020-03-04,13438.5692
2020-03-11,13475.6127
2020-03-18,13756.2526
2020-03-25,14122.8924
2020-04-01,14271.3167
2020-04-08,14257.7077
2020-04-15,14627.3287
2020-04-22,14874.6878
2020-04-29,15010.1416
2020-05-06,15182.2426
2020-05-13,15270.0432
2020-05-20,15324.6733
2020-05-27,15362.3356
2020-06-03,15367.936
2020-06-10,15447.8389
2020-06-17,15523.1507
2020-06-24,15583.7164
2020-07-01,15556.5842
2020-07-08,15588.2042
2020-07-15,15597.7675
2020-07-22,15499.8203
2020-07-29,15454.1737
2020-08-05,15514.8452
2020-08-12,15526.8605
2020-08-19,15546.2855
2020-08-26,15556.1247
2020-09-02,15595.5183
2020-09-09,15650.3092
2020-09-16,15725.7374
2020-09-23,15714.0226
2020-09-30,15686.5479
2020-10-07,15686.2981
2020-10-14,15788.4582
2020-10-21,15785.8479
2020-10-28,15825.6552
2020-11-04,15872.3501
2020-11-11,15872.0008
2020-11-18,15891.7174
2020-11-25,15970.6225
2020-12-02,15956.9376
2020-12-09,15981.6141
2020-12-16,16015.0687
2020-12-23,16013.0266
2020-12-30,16059.4053
2021-01-06,16108.3593
2021-01-13,16151.9811
2021-01-20,16157.3116
2021-01-27,16255.6284
2021-02-03,16282.6522
2021-02-10,16329.0061
2021-02-17,16417.6251
2021-02-24,16389.1166
2021-03-03,16450.3815
2021-03-10,16516.0492
2021-03-17,16701.6674
2021-03-24,16734.8028
2021-03-31,16741.4646
2021-04-07,16793.7155
2021-04-14,16886.3
2021-04-21,16897.1075
2021-04-28,16983.7254
2021-05-05,17067.4253
2021-05-12,17124.482
2021-05-19,17107.9597
2021-05-26,17075.9458
2021-06-02,17086.5423
2021-06-09,17194.3766
2021-06-16,17140.2771
2021-06-23,17127.2968
2021-06-30,17079.7211
2021-07-07,17143.532
2021-07-14,17216.9034
2021-07-21,17280.3534
2021-07-28,17277.7349
2021-08-04,17292.1079
2021-08-11,17341.7747
2021-08-18,17406.5314
2021-08-25,17458.8582
2021-09-01,17504.1605
2021-09-08,17478.5336
2021-09-15,17553.2619
2021-09-22,17524.7424
2021-09-29,17549.8799
2021-10-06,17587.1606
2021-10-13,17603.0889
2021-10-20,17660.0197
2021-10-27,17701.3699
2021-11-03,17722.6818
2021-11-10,17754.5235
2021-11-17,17791.6284
2021-11-24,17835.8963
2021-12-01,17870.4412
2021-12-08,17856.0701
2021-12-15,17894.3337
2021-12-22,17927.2149
2021-12-29,17885.3685
2022-01-05,17936.6472
2022-01-12,17957.597
2022-01-19,18007.1202
2022-01-26,18004.3317
2022-02-02,17999.3122
2022-02-09,18026.6923
2022-02-16,18006.3841
2022-02-23,18055.6244
2022-03-02,18058.4874
2022-03-09,18057.3643
2022-03-16,18071.9343
2022-03-23,18089.5197
2022-03-30,18135.2432
2022-04-06,18162.7723
2022-04-13,18203.9076
2022-04-20,18095.5427
2022-04-27,18133.4436
2022-05-04,18136.7425
2022-05-11,18086.9245
2022-05-18,18096.3952
2022-05-25,18144.5453
2022-06-01,18113.1049
2022-06-08,18062.4602
2022-06-15,18040.0145
2022-06-22,18090.4749
2022-06-29,18043.2489
2022-07-06,18017.5364
2022-07-13,18046.648
2022-07-20,18056.2693
2022-07-27,18118.9327
2022-08-03,18027.6533
2022-08-10,18052.5024
2022-08-17,18050.307
2022-08-24,18067.0386
2022-08-31,18022.6439
2022-09-07,17953.5675
2022-09-14,17964.5164
2022-09-21,17949.8911
2022-09-28,17899.7753
2022-10-05,17814.6218
2022-10-12,17788.3864
2022-10-19,17763.5139
2022-10-26,17794.5132
2022-11-02,17713.6962
2022-11-09,17722.4452
2022-11-16,17725.3703
2022-11-23,17739.2059
2022-11-30,17669.8355
2022-12-07,17746.6683
2022-12-14,17738.496
2022-12-21,17755.7332
2022-12-28,17724.6382
2023-01-04,17736.8397
2023-01-11,17681.1255
2023-01-18,17715.7669
2023-01-25,17723.9058
2023-02-01,17709.0937
2023-02-08,17662.7234
2023-02-15,17668.2691
2023-02-22,17635.306
2023-03-01,17613.0504
2023-03-08,17551.1987
2023-03-15,17419.5491
2023-03-22,17318.742
2023-03-29,17281.972
2023-04-05,17291.4968
2023-04-12,17231.2235
2023-04-19,17256.7295
2023-04-26,17229.9826
2023-05-03,17246.0771
2023-05-10,17228.9911
2023-05-17,17247.7642
2023-05-24,17302.416
2023-05-31,17336.197
2023-06-07,17282.0935
2023-06-14,17298.7606
2023-06-21,17336.5934
2023-06-28,17340.3908
2023-07-05,17368.7742
2023-07-12,17307.2054
2023-07-19,17343.8682
2023-07-26,17346.6061
2023-08-02,17362.6346
2023-08-09,17346.7332
2023-08-16,17306.2046
2023-08-23,17336.1055
2023-08-30,17275.2497
2023-09-06,17299.1883
2023-09-13,17289.1125
2023-09-20,17336.7809
2023-09-27,17376.7302
2023-10-04,17369.5544
2023-10-11,17360.6277
2023-10-18,17277.7128
2023-10-25,17328.5438
2023-11-01,17359.6371
2023-11-08,17308.6927
2023-11-15,17345.2253
2023-11-22,17339.3475
